Filename,Gloss,Description,Comment
ektefelle.mp4,ektefelle,,
ekteskap.mp4,ekteskap,,
ekvator.mp4,ekvator 1,,
ekvator-2.mp4,ekvator 2,,
el-bil.mp4,el bil,,
elastisk.mp4,elastisk,,
eldre.mp4,eldre,,
eldst.mp4,eldst,,
elefant.mp4,elefant,,
elegant-1.mp4,elegant 1,,
elegant-2.mp4,elegant 2,,
elektrisk.mp4,elektrisk,,
elektrode.mp4,elektrode,,
elektron-1.mp4,elektron 1,,
elektron-2.mp4,elektron 2,,
elektronisk.mp4,elektronisk,,
element.mp4,element,,
elementaerpartikkel.mp4,elementærpartikkel,,
elev.mp4,elev,,
elevskap.mp4,elevskap,,
elfenben.mp4,elfenben,,
elg.mp4,elg,,
elg-ligger.mp4,elg ligger,,
elg-reiser-seg.mp4,elg reiser seg,,
elg-slikker-seg-om-munnen.mp4,elg slikker seg om munnen,,
elgitar.mp4,elgitar,,
elisabeth.mp4,Elisabeth,,
ellen-navn.mp4,Ellen,,
eller-1.mp4,eller 1,,
eller-2.mp4,eller 2,,
eller-3.mp4,eller 3,,
eller-4.mp4,eller 4,,
eller-s-i-motsatt-fall.mp4,eller/-s (i motsatt fall),,
else.mp4,Else,,
elske-sex.mp4,elske (sex),,
elske-1.mp4,elske 1,,
elske-2.mp4,elske 2,,
elsker-inne.mp4,elsker/-inne,,
elte.mp4,elte,,
elv.mp4,elv,,
emballasje.mp4,emballasje,,
emil-loenneberget.mp4,Emil (i Lønneberget),,
emiratene-1.mp4,Emiratene 1,,
emiratene-2.mp4,Emiratene 2,,
emne.mp4,emne,,
emosjonelt-ustabil-personlighetsforstyrrelse.mp4,emosjonelt ustabil personlighetsforstyrrelse,,
empati.mp4,empati,,
en-tredel.mp4,en tredel,,
en-touch.mp4,en-touch,,
en-ett.mp4,en/ett,,
ende-slutte.mp4,ende (slutte),,
endelig.mp4,endelig,,
endetarm-2.mp4,endetarm,,
endre-ing.mp4,endre/-ing 1,,
endre-ing-2.mp4,endre/-ing 2,,
enebolig.mp4,enebolig,,
enerett.mp4,enerett,,
energi.mp4,energi,,
enestaaende.mp4,enestående,,
eneste.mp4,eneste,,
eng.mp4,eng,,
engang-foer.mp4,engang (før),,
engel.mp4,engel 1,,
engel-2.mp4,engel 2,,
engelsk.mp4,engelsk,,
england-1.mp4,England 1,,
england-2.mp4,England 2,,
england-3.mp4,England 3,,
engstelig.mp4,engstelig,,
enhet-1.mp4,enhet 1,,
enhet-2.mp4,enhet 2,,
enhver.mp4,enhver,,
enig.mp4,enig,,
enke.mp4,enke,,
enkeltkubet.mp4,enkelkubet,,
enkelt-lett.mp4,enkelt (lett),,
enkeltdistanser-skoeyting.mp4,enkeltdistanser (skøyting),,
enkelte-noen.mp4,enkelte (noen),,
enn.mp4,enn,,
ennaa-fremdeles.mp4,ennå (fremdeles),,
enorm.mp4,enorm,,
enslig.mp4,enslig,,
ensom.mp4,ensom,,
enstemmig.mp4,enstemmig,,
enten-eller.mp4,enten-eller,,
enumettet-fettsyre.mp4,enumettet (fettsyre),,
enzym.mp4,enzym,,
enzym-2.mp4,enzym 2,,
epidemi.mp4,epidemi,,
epilepsi-2.mp4,epilepsi 1,,
epilepsi.mp4,epilepsi 2,,
epilepsi-3.mp4,epilepsi 3,,
episode-1.mp4,episode (del av serie),,
episode-2.mp4,episode (hendelse),,
eple-1.mp4,eple 1,,
eple-2.mp4,eple 2,,
eple-3.mp4,eple 3,,
eple-spise-et-eple.mp4,eple: spise et eple,,
eplejuice.mp4,eplejuice,,
eplekake.mp4,eplekake,,
epletre.mp4,epletre,,
er-1.mp4,er 1,,
er-2.mp4,er 2,,
er-der.mp4,er der,,
er-ikke-der-noe-befinner-seg-ikke-der.mp4,er ikke der (noe befinner seg ikke der),,
er-lik.mp4,er lik,,
ereksjon.mp4,ereksjon,,
erfaring.mp4,erfaring 1,,
erfaring-2.mp4,erfaring 2,,
ergerlig.mp4,ergerlig,,
erik.mp4,Erik,,
eritrea-1.mp4,Eritrea 1,,
eritrea-2.mp4,Eritrea 2,,
erklaere.mp4,erklære,,
erobre.mp4,erobre,,
erotisk-erotikk-1.mp4,erotisk/erotikk 1,,
erotisk-erotikk-2.mp4,erotisk/erotikk 2,,
erstatning-i-penger.mp4,erstatning (i penger),,
erte-andre.mp4,erte (andre),,
erter.mp4,erter,,
erterstuing-3.mp4,erterstuing 1,,
erterstuing-2.mp4,erterstuing 2,,
esel.mp4,esel,,
eske.mp4,eske,,
eskimo.mp4,eskimo,,
espen.mp4,Espen,,
espresso.mp4,espresso ,,
ess-kortspill.mp4,ess (ener i kortspill),,
essens.mp4,essens 1,,
essens-2.mp4,essens 2,,
Ester-bok-bibel.mp4,Ester (bok i bibelen),,
estetisk-2.mp4,estetisk,,
estland.mp4,Estland,,
et.mp4,et,,
etablere.mp4,etablere,,
etappe.mp4,etappe,,
etasje.mp4,etasje,,
1etasje.mp4,etasje (1. etasje),"Dette er et flermorfemisk tegn som uttrykker to ting samtidig, ""1."" og ""etasje"" (Kilde: Se mitt språk, 1996).",
2etasje.mp4,etasje (2. etasje),"Dette er et flermorfemisk tegn som uttrykker to ting samtidig, ""2."" og ""etasje"" (Kilde: Se mitt språk, 1996).",
3etasje-1.mp4,etasje (3. etasje) 1,"Dette er et flermorfemisk tegn som uttrykker to ting samtidig, ""3."" og ""etasje"" (Kilde: Se mitt språk, 1996).",
3etasje-2.mp4,etasje (3. etasje) 2,"Dette er et flermorfemisk tegn som uttrykker to ting samtidig, ""3."" og ""etasje"" (Kilde: Se mitt språk, 1996).",
etikk.mp4,etikk,,
etiopia-1.mp4,Etiopia 1,,
etiopia-2.mp4,Etiopia 2,,
etiopia-3.mp4,Etiopia 3,,
etnisk.mp4,etnisk,,
etsende.mp4,etsende,,
etter-motsatt-av-foer.mp4,etter (motsatt av før),,
etterhvert.mp4,etter hvert 1,,
etterhvert-2.mp4,etter hvert 2,,
etterforske.mp4,etterforske,,
etterlysning.mp4,etterlysning,,
ettermiddag-1.mp4,ettermiddag 1,,
ettermiddag-2.mp4,ettermiddag 2,,
etterpaa-1.mp4,etterpå 1,,
etterpaa-2.mp4,etterpå 2,,
euro.mp4,euro,,
europa.mp4,Europa,,
europamesterskap.mp4,europamesterskap,,
europarekord.mp4,europarekord,,
europeisk.mp4,europeisk,,
eva.mp4,Eva 1,,
eva-2.mp4,Eva 2,,
evakuert.mp4,evakuert,,
evaluering.mp4,evaluering,,
evangelie.mp4,evangelie,,
evangelium.mp4,evangelium,,
eventuelt.mp4,eventuelt,,
eventyr.mp4,eventyr,,
eventyrbok.mp4,eventyrbok,,
evernote.mp4,Evernote (programvare),,
evig.mp4,evig,,
evighet.mp4,evighet,,
evne.mp4,evne,,
ex-phil.mp4,ex. Phil. (Examen philosophicum) 1,,
ex-phil-2.mp4,ex. Phil. (Examen philosophicum) 2,,
excel.mp4,Excel (programvare),,
F.mp4,F,,
F-2.mp4,F (tohåndsalfabetet),"Tohåndsalfabetet brukes særlig på Østlandet, men man ser at enhåndsalfabetet i større grad tar over også på østlandet (Kilde: Språkrådet).",
lov-aa-faa-lov.mp4,få (å få lov til),,
faa-3.mp4,få (du får) 1,,
faa-4.mp4,få (du får) 2,,
faa-jeg-faar.mp4,få (jeg får) 1,,
faa.mp4,få (jeg får) 2,,
faa-2.mp4,få (jeg får) 3,,
faa-noen-faa.mp4,få (noen få),,
fabrikk.mp4,fabrikk,,
facebook-1.mp4,Facebook 1,,
facebook-2.mp4,Facebook 2,,
facebook-3.mp4,Facebook 3,,
fadder-1.mp4,fadder 1,,
fadder-2.mp4,fadder 2,,
fag.mp4,fag,,
fagforening.mp4,fagforening,,
fagmann.mp4,fagmann,,
fagomraade.mp4,fagområde,,
fagproeve.mp4,fagprøve,,
fagstoff.mp4,fagstoff,,
faguttrykk-2.mp4,faguttrykk,,
fakkel.mp4,fakkel,,
faktisk.mp4,faktisk,,
faktura.mp4,faktura,,
fakultet.mp4,fakultet,,
fall-i-haaret.mp4,fall i håret,,
falle.mp4,falle,,
blad-faller.mp4,falle (blad faller),,
falle-falle-i-fristelse.mp4,falle (falle i fristelse),,
falle-sammen.mp4,falle sammen,,
fallskjerm.mp4,fallskjerm,,
falsk-krupp.mp4,falsk krupp,,
falsk-falskt.mp4,falsk/falskt,,
familie.mp4,familie 1,,
familie-2.mp4,familie 2,,
familiekollektiv.mp4,familiekollektiv,,
familieoversikt.mp4,familieoversikt,,
familierett.mp4,familierett,,
fang.mp4,fang,,
fange-arrestant.mp4,fange (arrestant),,
fange-1.mp4,fange 1,,
fange-2.mp4,fange 2,,
fange-med-haav.mp4,fange med håv,,
fantasi-fantastisk-1.mp4,fantasi/fantastisk 1,,
fantasi-fantastisk-2.mp4,fantasi/fantastisk 2,,
fantastisk.mp4,fantastisk,,
Far-Gud.mp4,Far (Gud),,
faar-sau.mp4,får (sau),,
far-1.mp4,far 1,,
far-2.mp4,far 2,,
faar-ikke-til.mp4,får ikke til 1,,
faar-ikke-til-1.mp4,får ikke til 2,,
far-i-kal.mp4,får-i kål,,
farao.mp4,farao,,
farge-1.mp4,farge 1,,
farge-2.mp4,farge 2,,
farge-3.mp4,farge 3,,
fargeblyant.mp4,fargeblyant,,
fargesans.mp4,fargesans,,
farlig.mp4,farlig,,
farmor.mp4,farmor,,
farris.mp4,Farris,,
farsside.mp4,farsside,,
fart-1.mp4,fart 1,,
fart-2.mp4,fart 2,,
fartsbot.mp4,fartsbot,,
fasade.mp4,fasade 1,,
fasade-2.mp4,fasade 2,,
fascinerende.mp4,fascinerende,,
fasit.mp4,fasit 1,,
fasit-2.mp4,fasit 2,,
fasong.mp4,fasong,,
fast-holde-fast.mp4,fast (holde fast),,
faste-aa-faste.mp4,faste (å faste),,
faste-konstanter.mp4,faste konstanter,,
fastelavn.mp4,fastelavn,,
fastlege.mp4,fastlege,,
fastnoekkel.mp4,fastnøkkel,,
fat-tallerken.mp4,fat (tallerken),,
fat-vaskefat.mp4,fat (vaskefat),,
fat-lite-fat.mp4,fat: lite fat,,
fat-stort-fat.mp4,fat: stort fat,,
fatle.mp4,fatle,,
fattig.mp4,fattig,,
fattigdom.mp4,fattigdom,,
fauske.mp4,Fauske,,
favoritt.mp4,favoritt 1,,
favoritt-2.mp4,favoritt 2,,
fael-t.mp4,fæl/-t,,
faeroeyene.mp4,Færøyene,,
fe.mp4,fe (eventyrskikkelse),,
features.mp4,features,,
feber-1.mp4,feber 1,,
feber-2.mp4,feber 2,,
feberkurve.mp4,feberkurve,,
februar-1.mp4,februar 1,,
februar-2.mp4,februar 2,,
fedme.mp4,fedme,,
fedreland.mp4,fedreland,,
feie-koste.mp4,feie (koste),,
feier-en-feier.mp4,feier (en feier),,
feig-1.mp4,feig,,
feil.mp4,feil,,
feinsag.mp4,feinsag,,
feire.mp4,feire 1,,
feire-2.mp4,feire 2,,
felg.mp4,felg,,
felle-musefelle.mp4,felle (musefelle),,
felles-1.mp4,felles 1,,
felles-2.mp4,felles 2,,
felles-3.mp4,felles 3,,
felles-4.mp4,felles 4,,
fellesstart.mp4,fellesstart,,
fem.mp4,fem,,
feminin.mp4,feminin,,
femmannslag.mp4,femmannslag,,
femten-de.mp4,femten(de),,
fengsel.mp4,fengsel,,
fengselsstraff.mp4,fengselsstraff,,
ferdig.mp4,ferdig 1,,
ferdig-2.mp4,ferdig 2,,
ferie-1.mp4,ferie 1,,
ferie-2.mp4,ferie 2,,
ferje.mp4,ferje,,
fersk.mp4,fersk,,
ferskvare.mp4,ferskvare ,,
fest.mp4,fest,,
feste.mp4,feste (gjøre fast),,
festival.mp4,festival,,
festkjole.mp4,festkjole,,
festningen-1.mp4,Festningen 1,,
festningen-2.mp4,Festningen 2,,
fet-tykk.mp4,fet (tykk),,
fett.mp4,fett,,
fetter.mp4,fetter,,
fettsyre.mp4,fettsyre,,
fiasko.mp4,fiasko,,
fiber.mp4,fiber,,
fiberkabel-2.mp4,fiberkabel,,
fiende.mp4,fiende,,
figur.mp4,figur,,
fike-oerefik-1.mp4,fike (ørefik) 1,,
fike-oerefik-2.mp4,fike (ørefik) 2,,
fil-1.mp4,fil,,
fil.mp4,fil (verktøy),,
filet.mp4,filet,,
filetering-fisk.mp4,filetering (fisk),,
fileteringskniv.mp4,fileteringskniv,,
filippinene-1.mp4,Filippinene 1,,
filippinene-2.mp4,Filippinene 2,,
film-1.mp4,film 1,,
film-2.mp4,film 2,,
filme-1.mp4,filme 1,,
filming-1.mp4,filme 2,,
filmprosjektor.mp4,filmprosjektor,,
filosof.mp4,filosof,,
filosofi.mp4,filosofi,,
filter.mp4,filter,,
fin-fint-1.mp4,fin/fint 1,,
fin-fint-2.mp4,fin/fint 2,,
finale.mp4,finale,,
finans.mp4,finans,,
finansiere-ing.mp4,finansiere/-ing,,
finger.mp4,finger,,
fingerpropp.mp4,fingerpropp (bowling),,
finland.mp4,Finland,,
finne-1.mp4,finne 1,,
finne-2.mp4,finne 2,,
finne-paa.mp4,finne på 1,,
finne-paa-2.mp4,finne på 2,,
finnes.mp4,finnes 1,,
finnes-2.mp4,finnes 2,,
finnes-3.mp4,finnes 3,,
finnmark.mp4,Finnmark,,
finsk.mp4,finsk,,
finte-1.mp4,finte 1,,
finte-2.mp4,finte 2,,
fiolett.mp4,fiolett,,
fiolin.mp4,fiolin,,
fire.mp4,fire,,
firefox-1.mp4,Firefox (nettleser) 1,,
firefox-2.mp4,Firefox (nettleser) 2,,
firhjulsdrift.mp4,firehjulsdrift,,
firkantet.mp4,firkant,,
firkloever-1.mp4,firkløver 1,,
firkloever-2.mp4,firkløver 2,,
firma.mp4,firma,,
firma-2.mp4,firma 2,,
firmenning.mp4,firmenning,,
fisk.mp4,fisk,,
fiske-r.mp4,fiske,,
fiskeboller.mp4,fiskeboller,,
fiskefilet.mp4,fiskefilet ,,
fiskegarn.mp4,fiskegarn,,
fiskekaker.mp4,fiskekaker,,
fiskekniv.mp4,fiskekniv ,,
fiskemel.mp4,fiskemel ,,
fiskepudding.mp4,fiskepudding,,
fisker-svoemmer.mp4,fisker svømmer,,
fiskestang.mp4,fiskestang,,
fiskesuppe.mp4,fiskesuppe ,,
fjaer-paa-fugl.mp4,fjær (på fugl),,
fjaer-spiral.mp4,fjær (spiral),,
fjaerball-badminton.mp4,fjærball (badminton),,
fjell.mp4,fjell,,
fjellgeit.mp4,fjellgeit,,
fjerde-ordenstall.mp4,fjerde (ordenstall),,
fjerde-for-det-fjerde.mp4,fjerde: for det fjerde,,
fjerne-ta-vekk.mp4,fjerne (ta vekk),,
fjernsyn.mp4,fjernsyn,,
fjes.mp4,fjes,,
fjols.mp4,fjols,,
fjord.mp4,fjord,,
fjol.mp4,fjøl,,
flagell-1.mp4,flagell,,
flagg.mp4,flagg,,
flagg-2.mp4,flagg 2,,
flaggermus.mp4,flaggermus,,
flaks.mp4,flaks,,
flamme.mp4,flamme,,
flanke.mp4,flanke,,
flash-programvare.mp4,Flash (programvare),,
flaske.mp4,flaske,,
flaskeaapner.mp4,flaskeåpner,,
flat-3.mp4,flat,,
flat-flatt.mp4,flat/flatt,,
flatbiff.mp4,flatbiff ,,
flatbrod-1.mp4,flatbrød 1,,
flatbrod-2.mp4,flatbrød 2,,
flatfil.mp4,flatfil,,
flau.mp4,flau,,
flekk.mp4,flekk,,
flere-1.mp4,flere 1,,
flere-2.mp4,flere 2,,
flere-kommer-til-et-sted.mp4,flere kommer til et sted,,
flertall.mp4,flertall,,
flerumettet-fettsyre.mp4,flerumettet (fettsyre),,
flesk.mp4,flesk,,
flest.mp4,flest 1,,
flest-2.mp4,flest 2,,
flette-haaret.mp4,flette (håret),,
flette-kurv.mp4,flette (kurv),,
flink.mp4,flink,,
flis.mp4,flis 1,,
flodhest.mp4,flodhest,,
flokk.mp4,flokk,,
flom.mp4,flom,,
flott.mp4,flott,,
floerte.mp4,flørte,,
floete.mp4,fløte,,
floetegratinert.mp4,fløtegratinert,,
floeyen.mp4,Fløyen (Fløibanen i Bergen),,
floeyte.mp4,fløyte,,
floeyte-dommerfloeyte.mp4,fløyte (dommerfløyte),,
flue.mp4,flue,,
fluor.mp4,fluor,,
fly-fugl-insekt.mp4,fly (fugl/insekt),,
fly-med-fly.mp4,fly 1,,
fly-2.mp4,fly 2,,
flyer.mp4,flyer,,
flykte-roemme.mp4,flykte,,
flyndre.mp4,flyndre,,
flyplass.mp4,flyplass,,
flyt.mp4,flyt,,
flyte.mp4,flyte,,
flytende.mp4,flytende,,
flytte-liten-ting.mp4,flytte (liten ting),,
flytte-1.mp4,flytte 1,,
flytte-2.mp4,flytte 2,,
flytte-flat-gjenstand.mp4,flytte flat gjenstand,,
flyver.mp4,flyver (håndball),,
-fobi.mp4,fobi,,
fogd.mp4,fogd,,
fokus.mp4,fokus,,
folde-hendene.mp4,folde (hendene),,
folk.mp4,folk 1,,
folk-2.mp4,folk 2,,
folkehoeyskole.mp4,folkehøyskole,,
folkeskikk.mp4,folkeskikk,,
folkeslag.mp4,folkeslag,,
folketrygd.mp4,folketrygd,,
fond.mp4,fond,,
font-2.mp4,font 1,,
font.mp4,font 2,,
fontene.mp4,fontene,,
for.mp4,for,,
andre-for-det-andre-1.mp4,for det andre 1,,
andre-for-det-andre-2.mp4,for det andre 2,,
fjerde-for-det-fjerde.mp4,for det fjerde,,
for-det-foerste-1.mp4,for det første 1,,
for-det-foerste-2.mp4,for det første 2,,
for-det-tredje.mp4,for det tredje,,
foran.mp4,foran,,
foran-gaa-foran.mp4,foran (gå foran),,
forandre-1.mp4,forandre 1,,
forandre-2.mp4,forandre 2,,
forarbeid.mp4,forarbeid,,
forbannelse.mp4,forbannelse,,
forbannet.mp4,forbannet,,
forbauset.mp4,forbauset,,
forbedre.mp4,forbedre,,
forberede-1.mp4,forberede 1,,
forberede-2.mp4,forberede 2,,
forbilde.mp4,forbilde,,
forbindelse-2.mp4,forbindelse 1,,
forbindelse.mp4,forbindelse 2,,
forbinding-bandasje.mp4,forbinding (bandasje),,
forbokstav.mp4,forbokstav,,
forbruker.mp4,forbruker,,
forbryter.mp4,forbryter,,
forbudt.mp4,forbudt 1,,
forbudt-2.mp4,forbudt 2,,
forbund.mp4,forbund,,
ford-bilmerke.mp4,Ford ,,
fordel-1.mp4,fordel 1,,
fordel-2.mp4,fordel 2,,
fordel-3.mp4,fordel 3,,
fordele.mp4,fordele,,
fordi-1.mp4,fordi 1,,
fordi-2.mp4,fordi 2,,
fordom.mp4,fordom,,
fordoeye-lse.mp4,fordøye/-lse,,
fordoeyelse-1.mp4,fordøyelse 1,,
fordoeyelse-2.mp4,fordøyelse 2,,
fordoyelsessystem.mp4,fordøyelsessystem,,
forebygge.mp4,forebygge,,
foredrag.mp4,foredrag,,
forehand.mp4,forehand,,
foreldre-1.mp4,foreldre 1,,
foreldre-2.mp4,foreldre 2,,
foreloepig.mp4,foreløpig,,
forelsket.mp4,forelsket,,
forening-1.mp4,forening 1,,
forening-2.mp4,forening 2,,
forestille.mp4,forestille,,
forestilling-teater-kino.mp4,forestilling (teater/kino),,
foretrekke.mp4,foretrekke,,
forfall.mp4,forfall,,
forfatter.mp4,forfatter,,
forfengelig-het.mp4,forfengelig/-het,,
forferdelig.mp4,forferdelig,,
forflytte.mp4,forflytte,,
forfoelge.mp4,forfølge,,
forfoere-seksuelt.mp4,forføre (seksuelt),,
forfrosning.mp4,forfrosning,,
forgifte.mp4,forgifte/-ning,,
forhandle.mp4,forhandle,,
forhindre-ing.mp4,forhindre/-ing,,
forhjulsdrift.mp4,forhjulsdrift,,
forhold.mp4,forhold,,
forhoer.mp4,forhør,,
forhoere.mp4,forhøre,,
forhoeye-else.mp4,forhøye/-else,,
foring.mp4,foring (byggfag),,
forkaste.mp4,forkaste,,
forkjoelet-forkjoelelse.mp4,forkjølet/forkjølelse 1,,
forkjoelet.mp4,forkjølet/forkjølelse 2,,
forklare.mp4,forklare 1,,
forklare-2.mp4,forklare 2,,
forklaring.mp4,forklaring,,
forkle.mp4,forkle 1,,
forkle-2.mp4,forkle 2,,
forkorte-lse-1.mp4,forkorte/-lse 1,,
forkorte-lse-2.mp4,forkorte/-lse 2,,
forkortet-broek.mp4,forkortet brøk,,
forkynne-melde.mp4,forkynne (melde),,
forkynne-rel.mp4,forkynne (rel.),,
forlange.mp4,forlange,,
forlate-dra.mp4,forlate (dra),,
forlate-tilgi.mp4,forlate (tilgi),,
forlenge.mp4,forlenge,,
forlik.mp4,forlik,,
forliksraad.mp4,forliksråd,,
forlis.mp4,forlis,,
forlovet.mp4,forlovet,,
form-fasong.mp4,form (fasong),,
form-fysisk.mp4,form (fysisk),,
form-firkantet-1.mp4,form: firkantet 1,,
form-firkantet-2.mp4,form: firkantet 2,,
form-firkantet-3.mp4,form: firkantet 3,,
form-firkantet-4.mp4,form: firkantet 4,,
fat-lite-fat.mp4,"form: flat, rund, liten",,
fat-stort-fat.mp4,"form: flat, rund, stor",,
blyant-liten.mp4,"form: horisontal, kort",,
form-horisontal-lang.mp4,"form: horisontal, lang",,
form-roerformet-og-krum.mp4,form: rørformet og krum,,
form-vertikal-kort.mp4,"form: vertikal, kort",,
form-vertikal-lang.mp4,"form: vertikal, lang",,
formaal.mp4,formål,,
formane-ing.mp4,formane/-ing,,
formann-org.mp4,formann (org.),,
formann-paa-arbplass-ol.mp4,formann (på arb.plass o.l.),,
formasjon.mp4,formasjon,,
format.mp4,format 1,,
format-2.mp4,format 2,,
formatere-dokument.mp4,formatere (dokument),,
formel.mp4,formel,,
formell-1.mp4,formell 1,,
formell-2.mp4,formell 2,,
formering.mp4,formering,,
formiddag.mp4,formiddag,,
formidle.mp4,formidle,,
formue.mp4,formue,,
fornaermet-fornaermelse.mp4,fornærmet/fornærmelse,,
fornoeyd.mp4,fornøyd,,
fornoeyelse.mp4,fornøyelse,,
fornuftig.mp4,fornuftig,,
fornybar.mp4,fornybar,,
forplante.mp4,forplante,,
forpliktelse.mp4,forpliktelse,,
forpliktet.mp4,forpliktet,,
forraade.mp4,forråde,,
forraede.mp4,forræde,,
forretning.mp4,forretning,,
forrige-forrige-gang.mp4,forrige (forrige gang),,
forsamling.mp4,forsamling 1,,
forsamling-2.mp4,forsamling 2,,
forsett.mp4,forsett,,
forsikre-1.mp4,forsikre 1,,
forsikre-2.mp4,forsikre 2,,
forsikre-3.mp4,forsikre 3,,
forsikring.mp4,forsikring,,
forsikringspolise.mp4,forsikringspolise,,
forsiktig.mp4,forsiktig,,
forsinket.mp4,forsinket,,
forske.mp4,forske,,
forskjell.mp4,forskjell,,
forskjellig.mp4,forskjellig 1,,
ulik-forskjellig.mp4,forskjellig 2,,
forskjellig-flere-forskjellige.mp4,forskjellig: flere forskjellige,,
forskjellig-mange-varianter.mp4,forskjellig: mange varianter,,
forskning.mp4,forskning,,
forskrekket.mp4,forskrekket,,
forskrift-1.mp4,forskrift 1,,
forskrift-2.mp4,forskrift 2,,
forskudd.mp4,forskudd,,
forslag.mp4,forslag,,
forsone-om-mennesker.mp4,forsone (om mennesker),,
forsoek.mp4,forsøk,,
forsoerge.mp4,forsørge,,
forstaaelse.mp4,forståelse,,
forstand.mp4,forstand,,
forstaar.mp4,forstår,,
forstaar-ikke.mp4,forstår ikke 1,,
forstaar-ikke2.mp4,forstår ikke 2,Tegnet kan også utføres med kun den dominante hånden,
forsterker.mp4,forsterker 1,,
forsterker-2.mp4,forsterker 2,,
forstoerre.mp4,forstørre,,
forstoeverapparat-2.mp4,forstøverapparat,,
forstyrre-lse.mp4,forstyrre/-lse,,
forsvar.mp4,forsvar 1,,
forsvar-2.mp4,forsvar 2,,
forsvare.mp4,forsvare,,
forsvarer.mp4,forsvarer,,
forsvarsadvokat.mp4,forsvarsadvokat,,
forsvarsloes.mp4,forsvarsløs,,
forsvinne-1.mp4,forsvinne 1,,
forsvinne-2.mp4,forsvinne 2,,
fort.mp4,fort,,
fortann.mp4,fortann,,
fortau-entall.mp4,fortau,,
fortegnelse.mp4,fortegnelse,,
fortelle-1.mp4,fortelle 1,,
fortelle.mp4,fortelle 2,,
fortellerteknikk.mp4,fortellerteknikk,,
fortelling.mp4,fortelling,,
fortid-1.mp4,fortid 1,,
fortid-2.mp4,fortid 2,,
fortjeneste.mp4,fortjeneste,,
fortsette.mp4,fortsette,,
fortsette-lse.mp4,fortsette/-lse,,
fortvilet-fortvilelse.mp4,fortvilet/fortvilelse,,
forundret.mp4,forundret,,
forurensning.mp4,forurense/-ning,,
forvaltningsorgan.mp4,forvaltningsorgan,,
forvaltningsrett.mp4,forvaltningsrett,,
forvandle-1.mp4,forvandle 1,,
forvandle-2.mp4,forvandle 2,,
forvirring.mp4,forvirring,,
foss.mp4,foss,,
foster.mp4,foster 1,,
foster-2.mp4,foster 2,,
foster-3.mp4,foster 3,,
foster-4.mp4,foster 4,,
fosterhjem.mp4,fosterhjem,,
fostermor.mp4,fostermor,,
fot-1.mp4,fot 1,,
fot-2.mp4,fot 2,,
fotball.mp4,fotball 1,,
fotball-1.mp4,fotball 2,,
fotballbane.mp4,fotballbane,,
fotballkamp.mp4,fotballkamp,,
fotballsko.mp4,fotballsko,,
fotballspiller.mp4,fotballspiller,,
fotfeil.mp4,fotfeil,,
fotgjengerfelt.mp4,fotgjengerfelt,,
fotlenke-1.mp4,fotlenke 1,,
fotlenke-2.mp4,fotlenke 2,,
fotlist.mp4,fotlist,,
fotografere-1.mp4,foto,,
fotoapparat.mp4,fotoapparat,,
fotografere.mp4,fotografere,,
fotosyntese-1.mp4,fotosyntese 1,,
fotosyntese-2.mp4,fotosyntese 2,,
foedselsdag.mp4,fødselsdag,,
foedselspsykose.mp4,fødselspsykose,,
foedt.mp4,født,,
foflekk-1.mp4,føflekk,,
foele.mp4,føle,,
foelelse.mp4,følelse,,
foelge.mp4,følge 1,,
folge-2.mp4,følge 2,,
foelge-3.mp4,følge 3,,
foelge-etter.mp4,følge etter,,
foelge-med.mp4,følge med,,
foelge-opp.mp4,følge opp,,
foell.mp4,føll,,
foelsom.mp4,følsom,,
foer-1.mp4,før 1,,
foer-2.mp4,før 2,,
foer-3.mp4,før 3,,
foere-lede.mp4,føre (lede),,
foere-skrive.mp4,føre (skrive),,
foere-opp.mp4,føre opp,,
foererkort.mp4,førerkort,,
foerskole.mp4,førskole,,
foerst.mp4,først,,
foerste-1.mp4,første (1.),,
for-det-foerste-1.mp4,første: for det første 1,,
for-det-foerste-2.mp4,første: for det første 2,,
foerste-for-det-foerste-3.mp4,første: for det første 3,,
forstehjelp.mp4,førstehjelp,,
forstehjelpskurs.mp4,førstehjelpskurs,,
foetter.mp4,føtter,,
fra.mp4,fra,,
fradrag-entall.mp4,fradrag (entall),,
frakk.mp4,frakk,,
frakte.mp4,frakte,,
fram-til.mp4,fram (til),,
gaa-frem-tilbake.mp4,fram og tilbake,,
framgang.mp4,framgang,,
framheve.mp4,framheve,,
framover.mp4,framover,,
framtid.mp4,framtid,,
frank.mp4,Frank 1,,
frank-2.mp4,Frank 2,,
frankfurt.mp4,Frankfurt,,
frankrike-1.mp4,Frankrike 1,,
frankrike-2.mp4,Frankrike 2,,
frankrike-3.mp4,Frankrike 3,,
fransk.mp4,fransk,,
frata.mp4,frata,,
fravaer-1.mp4,fravær 1,,
fravaer-2.mp4,fravær 2,,
fred-et.mp4,fred/-et,,
fredag.mp4,fredag,,
fredrik.mp4,Fredrik,,
fregatt.mp4,fregatt,,
fregner.mp4,fregner,,
frekk.mp4,frekk,,
frekvens-1.mp4,frekvens,,
frelse-frelst.mp4,frelse/frelst,,
Frelsesarmeen-1.mp4,Frelsesarmeen 1,,
Frelsesarmeen-2.mp4,Frelsesarmeen 2,,
frelsesarmeen-3.mp4,Frelsesarmeen 3,,
fremdeles.mp4,fremdeles,,
fremgang.mp4,fremgang,,
