id,term,signwriting,description,cue
1266,22,M534x519S10e00519x489S21600479x481S22a05492x492S11801466x491,alternativ skrivemåte,22
1267,23,M532x517S11502469x502S18700514x488S22a04475x483,,23
1269,25,M533x519S14c00510x484S21600476x482S22a05489x493S11801466x494,aternativ skrivemåte,25
1270,26,M535x520S1f502520x496S21600475x480S22a05488x491S11801465x492,alternativ skrivemåte,26
1271,27,M538x519S1dc01515x485S21600470x480S22a05483x491S11801462x494,alternativ skrivemåte,27
1272,28,M540x519S11e00517x489S21600467x480S22a05480x491S11801459x494,alternativ skrivemåte,28
1273,29,M537x527S26500518x473S21600472x487S22a05485x498S14410515x496S11801463x498,alternativ skrivemåte,29
1274,30,M517x516S26506502x483S21600483x486S18b02485x496,alternativ skrivemåte,30
1276,30,M544x510S26506493x492S18b02514x490S18602456x492,alternativ skrivemåte 2,30
1277,februar,M536x540S1dc01491x510S36500482x482S26a06522x504S20e00474x511,vanligst tegn,februar
1280,aggresjon,M523x531S10018476x501S15310487x486S26a02508x483S21800486x472S2f700511x469,,aggresjon
1281,akkurat,M518x620S15a36487x548S15a40494x556S35b04482x482S21100495x606S26500494x587S2f900481x592S32e00482x482,adverb til å være nøye,akkurat
1282,akse,M516x541S1dc28484x511S10014501x491S20e00486x494S22b00484x458,,akse
1283,B,M520x508S17710500x493S17718480x492,2-hånds,b
1283,b,M520x508S17710500x493S17718480x492,2-hånds,b
1284,20,M527x513S10e02473x488S22e04510x495,Tall. Alternativt (eldre?) tegn,20
1284,tjue,M527x513S10e02473x488S22e04510x495,Tall. Alternativt (eldre?) tegn,tjue
1285,kjefte,M526x556S30004482x483S20302492x522S26500492x541S20b00513x515,,kjefte
1286,hekle,M550x515S1f448451x500S1d450481x485S2c501510x491,,hekle
1287,strikke,M565x523S10049485x492S10041499x492S20500500x477S2c514435x498S2c500525x498,,strikke
1288,sy,M539x520S1f448461x501S1d440491x486S2ea00524x495S20e00482x481,,sy
1289,brodere,M542x523S1f448457x498S1d440487x483S2ea00520x492S20e00478x478S2f806531x485,,brodere
1290,22,M532x515S21600467x494S11802476x500S10e00517x485,kort skriveform,22
1291,23,M534x515S21600465x494S11802474x500S18600516x485,kort skriveform,23
1292,24,M536x516S21600463x495S11802472x501S14400514x485,kort skriveform,24
1293,25,M537x516S21600462x495S11802471x501S14c00514x484,kort skriveform,25
1294,26,M534x512S21600466x490S11802475x496S1f502519x488,kort skriveform,26
1295,27,M537x515S21600463x493S11802472x499S1dc01514x485,kort skriveform,27
1296,28,M540x515S21600460x493S11802469x499S11e01515x485,kort skriveform,28
1297,29,M534x525S21600465x504S11802474x510S14410512x493S26500514x475,kort skriveform,29
1298,22,M552x515S10e02448x499S11802483x500S10e00537x485,,22
1299,23,M552x515S10e02447x499S11802482x500S18600534x485,mindre vanlig tegn?,23
1300,23,M518x552S10e02407x535S11802442x536S11e01491x522S34700482x482,vanligere tegn,23
1301,28,M518x554S10e02403x537S11802438x538S11e01487x524S34900482x482,,28
1302,24,M552x516S14400530x485S11802485x501S10e02448x501,,24
1303,29,M536x544S14410508x513S11802453x526S10e02416x526S26500522x498S33200482x482,,29
1309,rose,M518x581S33100482x482S14d10486x521S17630492x565S22a00493x545,"blomst, skryt",rose
1313,hva,M532x579S30c00482x482S34c00482x482S14c38508x528S14c30469x528S22a04514x564S22a14474x564,spørsmål,hva
1314,Knut,M532x557S2ff00482x482S20e00495x518S1f540494x533S26500518x509,"guttenavn, fast navnetegn",knut
1315,Knut,M533x544S34600482x482S26500519x506S20e00520x527S1f540493x520,"guttenavn, fast navnetegn",knut
1323,nummer,M518x567S33200482x482S11510498x502S2df00493x534S2f700499x560,,nummer
1325,andre,M530x528S11e0a469x482S10041509x498S20e00503x484S28808516x471,,andre
1327,klokke,M521x532S37706479x507S1715b505x506S10050486x502S23108480x468S20500492x490,,klokke
1341,andre,M511x523S2f304489x513S10e00492x477,ordenstall,andre
1341,annen,M511x523S2f304489x513S10e00492x477,ordenstall,annen
1343,fjerde,M512x522S2f304490x512S14400488x478,ordenstall,fjerde
1357,gi,M513x524S14c31487x476S26504494x509,retnings bøyd verb/ substantiv,gi
1358,gi,M522x522S14c01478x495S26507509x479,jeg gir til person til høyre en gang,gi
1359,gi,M517x527S14c01491x500S2d508484x488S2d508483x473,jeg gir og gir til fil dere,gi
1360,Dagsrevyen,M522x533S15418477x468S15410506x468S2df07502x509S2df13482x508,tegnet er fra slik NRK startet nyhetene før,dagsrevyen
1361,Jorden,M522x533S15418477x468S15410506x468S2df07502x509S2df13482x508,,jorden
1362,Jorden,M521x532S15428478x469S15420505x469S2df06501x508S2df1e478x507,,jorden
1362,planet,M521x532S15428478x469S15420505x469S2df06501x508S2df1e478x507,,planet
1362,kule,M521x532S15428478x469S15420505x469S2df06501x508S2df1e478x507,,kule
1362,ball,M521x532S15428478x469S15420505x469S2df06501x508S2df1e478x507,,ball
1363,kule,M522x598S15428479x535S15420506x535S2df06502x574S2df1e479x573S34600482x482,,kule
1364,Jorden,M522x593S15428479x530S15420506x530S2df06502x569S2df1e479x568S34400482x482,,jorden
1365,ball,M522x593S15428479x530S15420506x530S2df06502x569S2df1e479x568S35c00482x482,stor ball,ball
1366,Jorden,M520x526S14c51480x474S2e902480x511,hele vide verden,jorden
1366,land,M520x526S14c51480x474S2e902480x511,hele vide verden,land
1366,verden,M520x526S14c51480x474S2e902480x511,hele vide verden,verden
1367,Jorden,M520x578S14c51480x526S2e902480x563S34400482x482,,jorden
1368,land,M518x580S14c51484x529S2e802484x565S34c00482x482,,land
1369,verden,M526x578S14c51486x527S2e902486x563S34700482x482,hele vide verden,verden
1370,Jorden,M524x534S15458477x466S15450504x466S2a20a503x505S2a212475x504,stor ball,jorden
1370,planet,M524x534S15458477x466S15450504x466S2a20a503x505S2a212475x504,stor ball,planet
1370,ball,M524x534S15458477x466S15450504x466S2a20a503x505S2a212475x504,stor ball,ball
1371,sol,M581x518S32107482x483S10011560x456S2e307531x448,,sol
1371,sola,M581x518S32107482x483S10011560x456S2e307531x448,,sola
1372,sol,M581x518S32107482x483S10011560x456S2e307531x448S34400482x483,,sol
1372,sola,M581x518S32107482x483S10011560x456S2e307531x448S34400482x483,,sola
1376,sol,M577x518S32107482x483S17711558x426S15511522x457S22a03555x452,,sol
1377,stjerne,M563x518S32107482x483S15420538x440S2e230544x474,,stjerne
1378,planet,M551x518S32107482x483S17610535x453,,planet
1379,planet,M524x534S15458477x466S15450504x466S2a20a503x505S2a212475x504,,planet
1380,planet,M524x525S20311503x475S20319475x504S2e901484x484,,planet
1381,galakse,M520x524S1e140495x475S2e906480x509,G i sirkel,galakse
1382,ti,M529x516S14c00506x485S14c08471x485,,ti
1386,sommer,M550x518S2ff00482x483S26506499x490S21100488x490S14c02519x486,,sommer
1386,juli,M550x518S2ff00482x483S26506499x490S21100488x490S14c02519x486,,juli
1388,katt,M562x519S26506514x500S26512471x500S2ff00482x483S14c02531x496S14c0a438x496S20f00487x500,,katt
1391,Terje,M533x544S1f540493x520S26500519x506S20e00520x527S34700482x482,"(gutte-)navn på T har ofte denne formen, med det norske navnet uttalt på munnen",terje
1394,emne,M589x517S1ed20525x492S26606559x496S34700482x482,dette skal handle om:,emne
1394,tema,M589x517S1ed20525x492S26606559x496S34700482x482,dette skal handle om:,tema
1394,overskrift,M589x517S1ed20525x492S26606559x496S34700482x482,dette skal handle om:,overskrift
1395,dame,M574x565S33b00482x482S17110524x537S20500516x552S2c300548x542,,dame
1396,hund,M553x529S36d00479x472S36d00478x495S15d1c534x499S20500515x505S20500515x518,,hund
1397,tur,M543x528S34600482x482S22104461x492S15d08454x501S15d00524x501S22104524x491,,tur
1399,moske,M508x523S1f50a493x499S16d10491x478,,moske
1400,Egil,M550x558S34700482x482S10011511x508S2c303528x536,Navnetegn på E,egil
1400,Einar,M550x558S34700482x482S10011511x508S2c303528x536,Navnetegn på E,einar
1401,Ellen,M546x546S34700482x482S2c303524x524S15317509x504S21100521x488,navnetegn på E,ellen
1402,Ellen,M560x548S34700482x463S2c303538x510S15317509x485S21100523x508S15347508x525S35d00482x503,,ellen
1405,Molde,M559x518S2ff00482x483S26606502x490S21100488x490S18201534x490S22104530x485,,molde
1407,fin,M575x543S36500482x482S1ce10526x511S1ce18457x513S22b07551x490S22b11435x488,,fin
1408,dag,M569x560S32101482x482S14c02509x537S14c0a462x535S14c00546x486S14c08439x490S28909517x509S28911461x509,,dag
1409,ute,M549x532S34600482x482S14c20526x501S26600529x467,,ute
1409,ut,M549x532S34600482x482S14c20526x501S26600529x467,,ut
1410,skje,M514x532S15a06487x482S10000486x502S22b00491x468,,skje
1410,hende,M514x532S15a06487x482S10000486x502S22b00491x468,,hende
1411,gi,M550x549S14c01498x522S26502466x528S26501480x504S26500505x484S26507530x500S26502451x510S26501464x484S26500506x451S26507537x478,"gir-og-gir, jeg gir til hver av dere om igjen og om igjen",gi
1414,eventyr,M530x555S31400482x482S33e00482x482S10011509x503S20e00496x524S20e00506x533S22f03488x534,,eventyr
1415,Molde,M558x517S26506522x488S15a02485x488S1f702543x483S20e00516x479S2ff00482x482,,molde
1418,heter,M533x537S20600511x517S11500488x507S2ff00482x482,litt enklere skrevet,heter
1418,navn,M533x537S20600511x517S11500488x507S2ff00482x482,litt enklere skrevet,navn
1419,Magnus,M533x529S34c00482x482S20310518x502S20500508x518,guttenavn,magnus
1420,selv,M514x517S1f710486x502S20500503x489S2f900503x482,,selv
1420,egen,M514x517S1f710486x502S20500503x489S2f900503x482,,egen
1420,privat,M514x517S1f710486x502S20500503x489S2f900503x482,,privat
1421,selv,M513x514S1f710486x499S20500503x486,,selv
1422,mord,M548x523S36a00482x477S1f521514x501S26503535x491,,mord
1422,drap,M548x523S36a00482x477S1f521514x501S26503535x491,,drap
1423,selvmord,M546x540S36a00482x477S26a04519x506S1f510524x525S20600489x525,,selvmord
1424,fri,M577x529S37600489x497S20e00496x517S19a00473x476S19a50549x470S19a58422x472S19a08504x476S28406528x498S2841e443x497,,fri
1425,fri,M580x527S37600486x495S20e00493x515S19a00468x474S19a58419x472S19a50552x474S19a08501x474S2df08531x504S2df10443x501,,fri
1426,fri,M580x528S28142440x506S19a08463x473S19a00509x474S19a28419x472S19a20552x474S2813a527x512,"fri - vær så god, nå kan dere ta fri: armene er ikke krysset i starten av dette tegnet, som er en variant av det andre tegnet.",fri
1429,gammeldags,M532x525S32a10482x482S20e00519x496S26504518x510S15a54519x464,,gammeldags
1430,F,M524x513S11551497x488S11559477x488,2-hånds,f
1430,f,M524x513S11551497x488S11559477x488,2-hånds,f
1431,gutt,M536x517S15a11513x482S2ff00482x482S26500513x461,,gutt
1432,Ole,M550x517S31400482x482S1f410521x496S22204521x487,Navn,ole
1433,Per,M529x528S34700482x483S1dc02499x504,Navn,per
1438,Bergen,M542x518S34700482x483S21100473x486S26506492x487S1f520518x485,,bergen
1444,familie,M526x531S1060a473x485S10652489x469S20a00508x491S2e756485x515,,familie
1446,het,M545x549S34600482x482S15001508x512S22a05532x535,noe forenklet skrivemåte,het
1447,redd,M530x576S15308473x532S15300509x532S20600465x564S20600508x565S31a00482x482S34910497x501,,redd
1449,vekk,M541x532S1dc20458x502S26607487x484S1f410512x468S2f700503x504,,vekk
1449,bort,M541x532S1dc20458x502S26607487x484S1f410512x468S2f700503x504,,bort
1449,forsvinne,M541x532S1dc20458x502S26607487x484S1f410512x468S2f700503x504,,forsvinne
1452,tegn,M523x533S15d10504x472S15d18476x466S2ea00504x508S2ea4c483x506,enkleste tydelige måte å skrive tegnet,tegn
1454,tegne,M512x531S1eb10487x469S29b04494x492,,tegne
1456,skrive,M518x528S24804498x500S15a07481x473S1eb10494x480,"nedover, som i tegnskrift",skrive
1458,fin,M564x544S36500482x482S1ce10526x511S1ce18457x513S26506549x530S26512442x529,,fin
1461,luft,M547x526S34600484x474S15d00528x495S15d08452x493S3091c479x515S22104460x479S22104528x482,,luft
1461,tur,M547x526S34600484x474S15d00528x495S15d08452x493S3091c479x515S22104460x479S22104528x482,,tur
1463,dag,M569x555S2ff00482x482S14c02500x532S14c0a466x532S14c00546x478S14c08427x478S28911446x506S28909524x504,,dag
1465,ut,M568x537S34600482x483S14c20527x490S2c301542x514,,ut
1465,ute,M568x537S34600482x483S14c20527x490S2c301542x514,,ute
1466,dame,M556x559S33b00482x482S20500519x548S17112503x536S2c300530x529,,dame
1469,luft,M546x525S34600485x475S3091c479x514S18200523x506S18208456x505S22104459x494S22104532x491,,luft
1472,liten,M535x558S35b04483x474S3091c479x514S15d40516x531S15d48467x531,tegnet er fra en fortelling om en liten hund,liten
1476,ferdig,M528x531S20e00516x508S15d40488x469S15a16479x519S20b00472x503S23b0a490x501,,ferdig
1480,c,M508x510S16d10491x490,1-håndsalfabetet,c
1481,skilpadde,M517x532S1f540482x494S1715a484x514S20800507x508S22716484x467,,skilpadde
1483,hammer,M512x519S20340493x480S23004487x501,,hammer
1493,telefon,M524x518S2ff00482x482S19a01496x496,,telefon
1495,skeptisk,M523x543S35000477x482S1e101478x508S21800460x513S21200451x523S20500506x513S36914515x503S36e10483x531,detaljert skrivemåte,skeptisk
1495,usikker,M523x543S35000477x482S1e101478x508S21800460x513S21200451x523S20500506x513S36914515x503S36e10483x531,detaljert skrivemåte,usikker
1496,Korea,M556x527S2ff00482x482S15a11509x471S18210533x512S23f02522x488,,korea
1497,insekt,M515x532S1d410486x467S2e234496x500,,insekt
1498,bie,M532x532S1d410503x467S2e234513x500S29a02469x493,,bie
1499,veps,M558x554S26502543x502S2e234522x522S2ff00482x482S1d410512x489,,veps
1501,USA,M555x571S2ff00482x482S1dc01531x516S2ea32530x556,,usa
1502,fly,M528x525S1dc11505x495S22c01471x475,"et fly
å fly med et fly
(enkel skrivemåte)",fly
1503,fly,M512x541S1dc50488x511S25f00491x459,"et fly
å fly med et fly
(mindre vanlig skrivemåte)",fly
1504,fly,M531x530S1dc51501x507S25f01469x471,"et fly
å fly med et fly
(mindre vanlig skrivemåte)",fly
1509,gjennom,M530x535S14c0a470x483S14c40489x504S26500495x466S21300509x486,,gjennom
1511,luft,M552x525S2ff00482x482S15a07452x501S15a01523x502S22113533x488S22115450x487,,luft
1512,bjelke,M541x516S15a1a514x503S16c50460x495S37a06466x508S26606498x485S21100481x487,,bjelke
1516,lenke,M530x517S17639469x501S17635513x501S17610481x500S17618503x500S20700469x482S20700512x482S26526493x484,,lenke
1516,kjede,M530x517S17639469x501S17635513x501S17610481x500S17618503x500S20700469x482S20700512x482S26526493x484,,kjede
1517,lese,M518x555S15a00503x524S26a02483x528S32104482x482,,lese
1519,forandre,M519x557S10031488x442S10059480x454S10039487x525S10051489x536S2a204486x496S2a210484x480,,forandre
1519,endre,M519x557S10031488x442S10059480x454S10039487x525S10051489x536S2a204486x496S2a210484x480,,endre
1519,skifte,M519x557S10031488x442S10059480x454S10039487x525S10051489x536S2a204486x496S2a210484x480,,skifte
1520,forandre,M517x533S10031491x467S10059483x479S10039488x502S10051487x512,,forandre
1520,endre,M517x533S10031491x467S10059483x479S10039488x502S10051487x512,,endre
1520,bytte,M517x533S10031491x467S10059483x479S10039488x502S10051487x512,,bytte
1520,skifte,M517x533S10031491x467S10059483x479S10039488x502S10051487x512,,skifte
1523,internasjonal,M551x526S11511526x483S11519450x482S28a14477x474S28a0c508x475S22b12464x509S22b06508x510,,internasjonal
1525,dyr,M526x534S15a16474x522S1851c475x501S17c1c482x467S20b00505x516S22a04501x496S22b00510x476,,dyr
1525,kostbar,M526x534S15a16474x522S1851c475x501S17c1c482x467S20b00505x516S22a04501x496S22b00510x476,,kostbar
1526,K,M515x515S14020486x485,fingerspelling,k
1528,lete,M535x591S30c00482x482S11001507x533S11009458x534S2e500503x564S2e51a466x567,,lete
1530,diagnose,M521x520S10110505x479S15a18480x493S20500494x496S20500494x509,,diagnose
1531,suksess,M542x551S33f00482x482S11540526x520S11510527x479S11518457x476S11548458x521S22a00514x517S22a10471x517,,suksess
1532,meditasjon,M559x528S1ce30532x472S1ce38442x474S22f04534x510S22f14440x511S2f804479x517,,meditasjon
1532,meditere,M559x528S1ce30532x472S1ce38442x474S22f04534x510S22f14440x511S2f804479x517,,meditere
1533,meditere,M561x568S1ce30534x512S1ce38444x514S22f04536x550S22f14442x551S2f804481x557S31600482x482,,meditere
1533,meditasjon,M561x568S1ce30534x512S1ce38444x514S22f04536x550S22f14442x551S2f804481x557S31600482x482,,meditasjon
1535,baby,M534x525S19210511x480S19218466x476S26c08507x510S26c18468x505,,baby
1536,P,M513x511S10551488x489,fingerspelling,p
1537,S,M515x508S1f410486x493,fingerspelling,s
1538,T,M515x509S1f220485x491,fingerspelling,t
1539,U,M516x524S11520501x494S2a20c484x477,fingerspelling,u
1540,Z,M518x517S10020482x487S2450a487x483,fingerspelling,z
1542,K,M514x524S10018486x494S10a13488x477,"norsk 2-hånds, alternativ skrivemåte",k
1542,k,M514x524S10018486x494S10a13488x477,"norsk 2-hånds, alternativ skrivemåte",k
1543,L,M514x517S15a36487x483S1dc57487x487,norsk 2-hånds,l
1543,l,M514x517S15a36487x483S1dc57487x487,norsk 2-hånds,l
1545,N,M514x517S15a3a487x483S11550493x487,norsk 2-hånds,n
1545,n,M514x517S15a3a487x483S11550493x487,norsk 2-hånds,n
1546,8,M513x515S11e01488x485,number,8
1548,P,M513x518S10018488x488S1eb10489x482,norsk 2-hånds,p
1548,p,M513x518S10018488x488S1eb10489x482,norsk 2-hånds,p
1549,Q,M515x525S1ce48485x476S10a10500x499,,q
1549,q,M515x525S1ce48485x476S10a10500x499,,q
1550,R,M514x515S15a36487x485S10640488x489,norsk tohånds,r
1550,r,M514x515S15a36487x485S10640488x489,norsk tohånds,r
1551,skeptisk,M528x537S35000482x483S2f900517x516S1e101485x505S20500517x503S21200455x508S22f04457x523,,skeptisk
1552,Akershus,M536x537S1f720485x463S2391c465x505S23904516x507S15c13501x489S15c15480x488,,akershus
1553,hus,M531x546S18109477x454S18101501x454S15a18474x517S15a10518x519S22b04515x485S22b14470x483,,hus
1567,3,M509x515S18700491x486,,3
1567,tre,M509x515S18700491x486,,tre
1568,3,M518x569S34700482x483S11e01489x539,,3
1568,tre,M518x569S34700482x483S11e01489x539,,tre
1569,30,M515x520S18702486x502S22a04493x481,,30
1576,4,M511x516S14400489x485,,4
1576,fire,M511x516S14400489x485,,fire
1577,40,M516x521S14402485x499S22a04493x480,,40
1578,5,M512x516S14c00489x485,,5
1578,fem,M512x516S14c00489x485,,fem
1579,50,M516x522S14c02485x499S22a04494x479,,50
1580,6,M508x512S1f502493x488,,6
1580,seks,M508x512S1f502493x488,,seks
1581,60,M512x518S1f504488x503S22a04494x483,,60
1581,seksti,M512x518S1f504488x503S22a04494x483,,seksti
1582,7,M512x515S1dc01489x485,,7
1582,sju,M512x515S1dc01489x485,,sju
1582,syv,M512x515S1dc01489x485,,syv
1583,70,M515x521S1dc02485x497S22a04495x479,,70
1583,sytti,M515x521S1dc02485x497S22a04495x479,,sytti
1585,80,M515x521S11e02485x498S22a04492x480,,80
1586,9,M513x513S18e01487x487,,9
1586,ni,M513x513S18e01487x487,,ni
1587,9,M552x535S33200482x483S14410530x504S20500524x498S26600531x469,,9
1587,ni,M552x535S33200482x483S14410530x504S20500524x498S26600531x469,,ni
1592,assistent,M520x533S15a48482x468S15a18481x506S10e02488x514S10e22490x473,,assistent
1592,assistere,M520x533S15a48482x468S15a18481x506S10e02488x514S10e22490x473,,assistere
1593,assistent,M563x515S15a48438x488S20602508x488S20602553x489S10e22455x494S2c300523x486,,assistent
1593,assistere,M563x515S15a48438x488S20602508x488S20602553x489S10e22455x494S2c300523x486,,assistere
